SecurityID,2019/2/28,2019/4/30,2019/6/30,2019/8/31,2019/10/31,2019/12/31
52121,Cluster 10,Cluster 21,Cluster 2,Cluster 10,Cluster 8,Cluster 3
52151,Cluster 10,Cluster 23,Cluster 21,Cluster 7,Cluster 22,Cluster 3
52178,Cluster 10,Cluster 8,Cluster 0,Cluster 22,Cluster 4,Cluster 1
52180,Cluster 10,Cluster 1,Cluster 20,Cluster 12,Cluster 22,Cluster 12
52267,Cluster 10,Cluster 1,Cluster 19,Cluster 23,Cluster 2,Cluster 8
52284,Cluster 10,,,,,
52298,Cluster 10,Cluster 8,Cluster 11,Cluster 18,Cluster 14,Cluster 17
52363,Cluster 10,Cluster 3,Cluster 3,Cluster 12,Cluster 3,Cluster 15
52390,Cluster 10,Cluster 8,Cluster 10,Cluster 6,Cluster 8,Cluster 21
52400,Cluster 10,Cluster 23,Cluster 15,Cluster 20,Cluster 1,Cluster 10
52405,Cluster 10,Cluster 23,Cluster 2,Cluster 12,Cluster 15,Cluster 20
52607,Cluster 10,Cluster 6,Cluster 18,Cluster 9,Cluster 15,Cluster 3
52608,Cluster 10,Cluster 21,Cluster 23,Cluster 13,Cluster 14,Cluster 12
52609,Cluster 10,Cluster 0,Cluster 17,Cluster 2,Cluster 11,Cluster 14
52662,Cluster 10,Cluster 7,Cluster 12,Cluster 10,Cluster 2,Cluster 3
52677,Cluster 10,Cluster 21,Cluster 10,Cluster 2,Cluster 15,Cluster 6
52717,Cluster 10,Cluster 6,Cluster 20,Cluster 11,,
52749,Cluster 10,Cluster 19,Cluster 21,Cluster 17,Cluster 6,Cluster 18
52878,Cluster 10,Cluster 10,Cluster 3,Cluster 11,Cluster 3,Cluster 12
52904,Cluster 10,Cluster 6,Cluster 14,Cluster 13,Cluster 23,Cluster 12
52905,Cluster 10,Cluster 21,Cluster 23,Cluster 3,Cluster 16,
52906,Cluster 10,Cluster 20,Cluster 19,Cluster 20,Cluster 6,Cluster 10
52963,Cluster 10,Cluster 1,Cluster 7,Cluster 4,Cluster 16,Cluster 8
52964,Cluster 10,Cluster 9,Cluster 4,Cluster 18,Cluster 23,Cluster 13
53018,Cluster 10,Cluster 4,Cluster 22,Cluster 2,Cluster 18,Cluster 18
53269,Cluster 10,Cluster 20,Cluster 15,Cluster 14,,
53356,Cluster 10,Cluster 2,Cluster 13,Cluster 7,Cluster 12,Cluster 13
53384,Cluster 10,Cluster 1,Cluster 4,Cluster 6,Cluster 6,Cluster 12
53394,Cluster 10,Cluster 10,Cluster 7,Cluster 8,Cluster 12,Cluster 7
53408,Cluster 10,Cluster 11,Cluster 5,Cluster 19,Cluster 16,Cluster 13
53432,Cluster 10,Cluster 20,Cluster 21,Cluster 4,Cluster 1,Cluster 20
53489,Cluster 10,Cluster 21,Cluster 5,Cluster 6,Cluster 15,Cluster 15
53501,Cluster 10,Cluster 9,Cluster 3,Cluster 6,Cluster 1,Cluster 4
53512,Cluster 10,Cluster 17,Cluster 17,Cluster 1,Cluster 2,Cluster 13
53551,Cluster 10,Cluster 1,Cluster 6,Cluster 8,Cluster 5,Cluster 18
53557,Cluster 10,Cluster 10,Cluster 9,Cluster 12,Cluster 3,Cluster 1
53559,Cluster 10,Cluster 17,Cluster 10,Cluster 1,Cluster 15,Cluster 19
53673,Cluster 10,Cluster 5,Cluster 17,Cluster 3,Cluster 20,Cluster 0
53818,Cluster 10,Cluster 6,Cluster 18,Cluster 19,Cluster 22,Cluster 19
53952,Cluster 10,Cluster 22,Cluster 15,Cluster 22,,
53954,Cluster 10,Cluster 21,Cluster 8,Cluster 17,,
56535,Cluster 10,Cluster 20,Cluster 10,Cluster 19,Cluster 20,Cluster 13
174,Cluster 11,Cluster 3,Cluster 4,Cluster 20,Cluster 20,Cluster 6
194,Cluster 11,Cluster 9,Cluster 18,Cluster 16,,
207,Cluster 11,Cluster 23,Cluster 17,Cluster 19,Cluster 3,Cluster 4
210,Cluster 11,Cluster 23,Cluster 4,Cluster 0,Cluster 6,Cluster 22
1869,Cluster 11,Cluster 18,Cluster 17,Cluster 10,,
2032,Cluster 11,Cluster 19,Cluster 8,Cluster 14,Cluster 6,Cluster 21
2038,Cluster 11,,,Cluster 22,Cluster 13,Cluster 16
2150,Cluster 11,Cluster 0,Cluster 9,Cluster 22,Cluster 22,Cluster 16
2192,Cluster 11,Cluster 10,Cluster 3,Cluster 19,Cluster 22,Cluster 2
2604,Cluster 11,Cluster 5,Cluster 12,Cluster 6,Cluster 4,Cluster 23
2888,Cluster 11,Cluster 18,,Cluster 13,,
2914,Cluster 11,Cluster 18,Cluster 15,Cluster 17,,
2919,Cluster 11,Cluster 15,Cluster 18,Cluster 22,Cluster 14,Cluster 0
2968,Cluster 11,Cluster 12,Cluster 7,Cluster 4,Cluster 19,Cluster 19
3003,Cluster 11,Cluster 10,Cluster 18,Cluster 9,Cluster 4,Cluster 0
3051,Cluster 11,Cluster 0,Cluster 8,Cluster 10,Cluster 11,Cluster 18
3235,Cluster 11,Cluster 18,Cluster 15,Cluster 22,Cluster 21,Cluster 19
3254,Cluster 11,Cluster 22,Cluster 21,Cluster 12,Cluster 8,Cluster 10
3553,Cluster 11,Cluster 21,Cluster 12,Cluster 23,Cluster 12,Cluster 23
3630,Cluster 11,Cluster 15,Cluster 16,Cluster 19,Cluster 9,Cluster 23
3650,Cluster 11,Cluster 7,Cluster 23,Cluster 18,Cluster 22,Cluster 15
3704,Cluster 11,Cluster 22,Cluster 13,Cluster 12,Cluster 4,Cluster 14
3831,Cluster 11,Cluster 18,Cluster 16,Cluster 0,Cluster 16,
4024,Cluster 11,Cluster 5,Cluster 15,Cluster 17,Cluster 13,Cluster 0
4082,Cluster 11,Cluster 15,Cluster 4,Cluster 9,Cluster 5,Cluster 0
4102,Cluster 11,Cluster 19,Cluster 12,Cluster 20,Cluster 19,Cluster 5
4121,Cluster 11,Cluster 7,Cluster 12,Cluster 20,Cluster 5,Cluster 18
4258,Cluster 11,Cluster 4,Cluster 0,Cluster 3,Cluster 13,Cluster 8
4259,Cluster 11,Cluster 17,Cluster 1,Cluster 23,Cluster 20,Cluster 8
4277,Cluster 11,Cluster 19,Cluster 3,Cluster 4,Cluster 11,Cluster 8
4331,Cluster 11,Cluster 6,Cluster 7,Cluster 10,Cluster 18,Cluster 1
4359,Cluster 11,Cluster 13,Cluster 3,Cluster 13,Cluster 10,Cluster 5
4390,Cluster 11,Cluster 18,Cluster 20,Cluster 10,Cluster 22,Cluster 22
4478,Cluster 11,Cluster 15,Cluster 1,Cluster 0,Cluster 8,Cluster 0
4520,Cluster 11,Cluster 9,Cluster 19,Cluster 22,Cluster 1,Cluster 15
4557,Cluster 11,Cluster 23,Cluster 23,Cluster 18,Cluster 23,Cluster 19
4594,Cluster 11,Cluster 23,Cluster 22,Cluster 6,Cluster 16,Cluster 19
4619,Cluster 11,Cluster 7,Cluster 7,Cluster 19,Cluster 22,Cluster 22
4717,Cluster 11,Cluster 22,Cluster 12,Cluster 7,Cluster 7,Cluster 5
4830,Cluster 11,Cluster 18,Cluster 9,Cluster 0,Cluster 3,
4841,Cluster 11,Cluster 6,Cluster 20,Cluster 7,Cluster 14,Cluster 13
4842,Cluster 11,Cluster 12,Cluster 7,Cluster 17,Cluster 14,Cluster 8
4939,Cluster 11,Cluster 17,Cluster 14,Cluster 3,Cluster 9,Cluster 13
5535,Cluster 11,Cluster 10,Cluster 6,Cluster 21,Cluster 15,Cluster 5
5627,Cluster 11,Cluster 0,Cluster 4,Cluster 18,Cluster 18,Cluster 18
5897,Cluster 11,Cluster 7,Cluster 0,Cluster 13,Cluster 19,Cluster 11
5913,Cluster 11,Cluster 5,Cluster 21,Cluster 6,Cluster 22,Cluster 16
5962,Cluster 11,Cluster 23,Cluster 1,Cluster 10,Cluster 7,Cluster 9
6079,Cluster 11,Cluster 21,Cluster 15,Cluster 10,,
6126,Cluster 11,Cluster 19,Cluster 18,Cluster 21,,
6152,Cluster 11,Cluster 4,,Cluster 9,,
6158,Cluster 11,Cluster 20,Cluster 6,Cluster 20,Cluster 6,Cluster 20
6313,Cluster 11,Cluster 18,Cluster 18,Cluster 3,Cluster 13,
6447,Cluster 11,Cluster 19,Cluster 9,Cluster 13,Cluster 0,Cluster 0
6551,Cluster 11,Cluster 1,,,Cluster 13,Cluster 9
6724,Cluster 11,Cluster 23,Cluster 4,Cluster 8,Cluster 6,Cluster 11
6737,Cluster 11,,Cluster 16,Cluster 13,,Cluster 17
7068,Cluster 11,Cluster 23,Cluster 14,Cluster 5,Cluster 18,Cluster 13
7151,Cluster 11,Cluster 0,Cluster 16,Cluster 4,Cluster 18,Cluster 17
7284,Cluster 11,Cluster 21,Cluster 10,Cluster 8,Cluster 10,Cluster 21
7368,Cluster 11,Cluster 2,Cluster 5,Cluster 20,Cluster 21,Cluster 10
7582,Cluster 11,Cluster 9,Cluster 6,Cluster 13,Cluster 11,Cluster 8
7605,Cluster 11,Cluster 4,Cluster 2,Cluster 4,Cluster 18,Cluster 22
7630,Cluster 11,Cluster 5,Cluster 8,Cluster 4,Cluster 2,Cluster 2
7744,Cluster 11,Cluster 1,Cluster 21,Cluster 7,Cluster 18,Cluster 15
7794,Cluster 11,Cluster 23,Cluster 19,Cluster 17,Cluster 17,Cluster 20
8010,Cluster 11,Cluster 7,Cluster 16,Cluster 23,Cluster 10,Cluster 9
8012,Cluster 11,Cluster 22,Cluster 7,Cluster 1,Cluster 23,Cluster 12
8013,Cluster 11,Cluster 10,Cluster 1,Cluster 17,Cluster 1,Cluster 7
8014,Cluster 11,Cluster 23,Cluster 23,Cluster 17,Cluster 22,Cluster 1
8015,Cluster 11,Cluster 17,Cluster 5,Cluster 18,Cluster 22,Cluster 8
8053,Cluster 11,Cluster 9,Cluster 4,Cluster 3,Cluster 7,Cluster 21
8059,Cluster 11,Cluster 0,Cluster 3,Cluster 1,Cluster 17,Cluster 18
8084,Cluster 11,Cluster 14,Cluster 3,Cluster 12,Cluster 8,Cluster 12
8089,Cluster 11,Cluster 19,Cluster 4,Cluster 22,Cluster 7,Cluster 22
8185,Cluster 11,Cluster 11,Cluster 14,Cluster 12,Cluster 8,Cluster 7
8266,Cluster 11,Cluster 18,Cluster 6,Cluster 13,,
8299,Cluster 11,Cluster 3,,Cluster 10,,
8351,Cluster 11,Cluster 7,Cluster 20,Cluster 11,,
8479,Cluster 11,Cluster 5,Cluster 4,Cluster 11,,
8571,Cluster 11,Cluster 4,Cluster 6,Cluster 15,Cluster 5,Cluster 20
8617,Cluster 11,Cluster 10,Cluster 6,Cluster 20,Cluster 4,Cluster 9
8629,Cluster 11,Cluster 16,Cluster 0,Cluster 5,Cluster 22,Cluster 1
8644,Cluster 11,Cluster 6,Cluster 2,Cluster 22,Cluster 12,Cluster 9
8651,Cluster 11,Cluster 11,Cluster 4,Cluster 4,Cluster 5,Cluster 6
8659,Cluster 11,Cluster 19,Cluster 3,Cluster 1,Cluster 20,Cluster 11
8896,Cluster 11,Cluster 6,Cluster 1,Cluster 7,Cluster 14,Cluster 13
8922,Cluster 11,Cluster 22,Cluster 22,Cluster 1,Cluster 6,Cluster 14
8995,Cluster 11,Cluster 4,Cluster 1,Cluster 10,Cluster 10,Cluster 15
9183,Cluster 11,Cluster 23,Cluster 7,Cluster 15,Cluster 0,Cluster 12
9192,Cluster 11,Cluster 1,Cluster 9,Cluster 0,Cluster 11,
9207,Cluster 11,Cluster 4,Cluster 16,Cluster 6,,Cluster 8
9234,Cluster 11,Cluster 17,Cluster 5,Cluster 20,Cluster 2,Cluster 20
9528,Cluster 11,Cluster 11,Cluster 2,Cluster 7,Cluster 22,Cluster 22
9679,Cluster 11,Cluster 22,Cluster 4,Cluster 17,Cluster 20,Cluster 5
9683,Cluster 11,Cluster 5,Cluster 1,Cluster 8,Cluster 18,Cluster 21
9743,Cluster 11,Cluster 12,Cluster 4,Cluster 12,Cluster 3,Cluster 0
10107,Cluster 11,Cluster 19,Cluster 10,Cluster 20,Cluster 2,Cluster 0
10868,Cluster 11,Cluster 6,Cluster 8,Cluster 12,Cluster 5,Cluster 6
11345,Cluster 11,Cluster 4,,Cluster 17,Cluster 13,Cluster 9
11426,Cluster 11,Cluster 1,Cluster 16,Cluster 19,Cluster 10,Cluster 17
11723,Cluster 11,Cluster 15,Cluster 2,Cluster 11,Cluster 4,Cluster 23
11789,Cluster 11,Cluster 4,Cluster 22,Cluster 21,Cluster 6,Cluster 14
11893,Cluster 11,Cluster 2,Cluster 7,Cluster 4,Cluster 4,Cluster 23
12120,Cluster 11,Cluster 15,Cluster 9,Cluster 21,Cluster 16,Cluster 2
12262,Cluster 11,Cluster 11,Cluster 8,Cluster 13,Cluster 18,Cluster 0
12294,Cluster 11,Cluster 23,Cluster 14,Cluster 13,Cluster 19,Cluster 11
12344,Cluster 11,Cluster 18,Cluster 18,Cluster 13,,
12421,Cluster 11,Cluster 19,Cluster 16,Cluster 0,Cluster 13,Cluster 17
12433,Cluster 11,Cluster 4,Cluster 6,Cluster 16,Cluster 18,Cluster 1
12558,Cluster 11,Cluster 23,Cluster 14,Cluster 0,Cluster 6,Cluster 21
12570,Cluster 11,Cluster 1,Cluster 8,Cluster 23,Cluster 18,Cluster 0
12578,Cluster 11,Cluster 1,Cluster 9,Cluster 21,Cluster 8,Cluster 1
12875,Cluster 11,Cluster 3,Cluster 20,Cluster 18,Cluster 5,Cluster 2
12891,Cluster 11,Cluster 4,Cluster 6,Cluster 16,Cluster 20,Cluster 19
12892,Cluster 11,Cluster 21,Cluster 7,Cluster 2,Cluster 9,Cluster 23
13143,Cluster 11,Cluster 20,Cluster 12,Cluster 1,Cluster 5,Cluster 13
13238,Cluster 11,Cluster 9,Cluster 2,Cluster 9,Cluster 8,Cluster 16
13499,Cluster 11,Cluster 8,Cluster 7,Cluster 23,Cluster 15,Cluster 1
13574,Cluster 11,Cluster 19,Cluster 20,Cluster 16,Cluster 10,Cluster 15
13582,Cluster 11,Cluster 8,Cluster 2,Cluster 7,Cluster 11,Cluster 22
14554,Cluster 11,Cluster 22,Cluster 6,Cluster 22,Cluster 0,
14710,Cluster 11,Cluster 10,Cluster 18,Cluster 20,Cluster 5,Cluster 9
14733,Cluster 11,Cluster 22,Cluster 13,Cluster 6,,
14743,Cluster 11,Cluster 19,Cluster 16,Cluster 5,Cluster 13,Cluster 23
15030,Cluster 11,Cluster 5,Cluster 23,Cluster 22,Cluster 2,Cluster 7
15035,Cluster 11,Cluster 5,Cluster 18,Cluster 16,Cluster 21,Cluster 17
15037,Cluster 11,Cluster 0,Cluster 1,Cluster 16,Cluster 17,Cluster 1
15048,Cluster 11,Cluster 11,Cluster 11,Cluster 22,Cluster 1,Cluster 9
15050,Cluster 11,Cluster 7,Cluster 14,Cluster 16,Cluster 9,Cluster 15
15060,Cluster 11,Cluster 1,Cluster 18,Cluster 4,Cluster 11,Cluster 23
15101,Cluster 11,Cluster 8,Cluster 3,Cluster 8,Cluster 18,Cluster 15
15105,Cluster 11,Cluster 16,Cluster 0,Cluster 8,Cluster 5,Cluster 15
15114,Cluster 11,Cluster 7,Cluster 20,Cluster 10,,
15118,Cluster 11,Cluster 16,Cluster 20,Cluster 13,,
15122,Cluster 11,Cluster 8,Cluster 12,Cluster 8,Cluster 16,
15152,Cluster 11,Cluster 17,Cluster 19,Cluster 17,Cluster 5,Cluster 19
15155,Cluster 11,Cluster 23,Cluster 20,Cluster 4,Cluster 10,Cluster 22
15166,Cluster 11,Cluster 18,Cluster 19,Cluster 1,Cluster 5,Cluster 3
15203,Cluster 11,Cluster 12,Cluster 3,Cluster 17,Cluster 5,Cluster 20
15204,Cluster 11,Cluster 6,Cluster 14,Cluster 8,Cluster 7,Cluster 5
15277,Cluster 11,Cluster 6,Cluster 4,Cluster 19,Cluster 21,Cluster 10
15341,Cluster 11,Cluster 4,Cluster 8,Cluster 21,Cluster 8,Cluster 1
15378,Cluster 11,Cluster 13,Cluster 6,Cluster 20,Cluster 12,Cluster 12
15444,Cluster 11,Cluster 15,Cluster 3,Cluster 17,Cluster 8,Cluster 19
15466,Cluster 11,Cluster 5,Cluster 9,Cluster 4,,
15470,Cluster 11,Cluster 13,Cluster 3,Cluster 21,Cluster 8,Cluster 9
15479,Cluster 11,Cluster 13,Cluster 3,Cluster 15,Cluster 2,Cluster 9
15481,Cluster 11,Cluster 20,Cluster 20,Cluster 15,Cluster 8,Cluster 6
15504,Cluster 11,Cluster 23,Cluster 12,Cluster 13,Cluster 18,Cluster 2
15518,Cluster 11,Cluster 19,Cluster 7,Cluster 5,Cluster 12,Cluster 19
15578,Cluster 11,Cluster 7,Cluster 16,Cluster 11,Cluster 18,
15579,Cluster 11,Cluster 23,Cluster 5,Cluster 0,Cluster 6,Cluster 13
15592,Cluster 11,Cluster 12,Cluster 19,Cluster 19,Cluster 4,Cluster 20
16068,Cluster 11,Cluster 7,Cluster 4,Cluster 4,Cluster 11,Cluster 7
16069,Cluster 11,Cluster 5,Cluster 20,Cluster 11,,
16152,Cluster 11,Cluster 7,Cluster 16,Cluster 17,Cluster 14,Cluster 11
16191,Cluster 11,Cluster 1,Cluster 8,Cluster 6,Cluster 3,Cluster 12
16194,Cluster 11,Cluster 14,Cluster 12,Cluster 23,Cluster 16,Cluster 2
16235,Cluster 11,Cluster 5,Cluster 3,Cluster 23,Cluster 9,Cluster 19
16264,Cluster 11,Cluster 16,Cluster 21,Cluster 10,Cluster 9,Cluster 14
16273,Cluster 11,Cluster 10,Cluster 19,Cluster 4,Cluster 5,Cluster 20
16284,Cluster 11,Cluster 8,Cluster 2,Cluster 14,Cluster 12,Cluster 10
16291,Cluster 11,Cluster 0,Cluster 20,Cluster 23,Cluster 14,Cluster 0
16340,Cluster 11,Cluster 1,Cluster 9,Cluster 17,Cluster 18,Cluster 23
16348,Cluster 11,Cluster 18,Cluster 23,Cluster 6,Cluster 17,Cluster 7
16353,Cluster 11,Cluster 0,Cluster 12,Cluster 17,Cluster 5,Cluster 12
16361,Cluster 11,Cluster 6,Cluster 15,Cluster 17,Cluster 18,Cluster 18
16925,Cluster 11,Cluster 5,Cluster 4,Cluster 15,Cluster 9,Cluster 12
16980,Cluster 11,Cluster 5,Cluster 10,Cluster 5,Cluster 16,Cluster 13
16996,Cluster 11,Cluster 21,Cluster 4,Cluster 10,Cluster 20,Cluster 7
17017,Cluster 11,Cluster 4,Cluster 5,Cluster 1,Cluster 14,Cluster 0
17153,Cluster 11,Cluster 10,Cluster 9,Cluster 6,Cluster 18,Cluster 5
17155,Cluster 11,Cluster 5,Cluster 20,Cluster 16,Cluster 5,Cluster 9
18008,Cluster 11,Cluster 18,Cluster 17,Cluster 4,Cluster 6,Cluster 17
18024,Cluster 11,Cluster 18,Cluster 15,Cluster 9,Cluster 0,
18060,Cluster 11,Cluster 4,Cluster 3,Cluster 1,Cluster 18,Cluster 4
18062,Cluster 11,Cluster 11,Cluster 7,Cluster 15,Cluster 18,Cluster 18
18065,Cluster 11,Cluster 8,Cluster 20,Cluster 8,,
18076,Cluster 11,Cluster 10,Cluster 2,Cluster 0,Cluster 11,Cluster 10
18086,Cluster 11,Cluster 19,Cluster 5,Cluster 12,Cluster 14,Cluster 12
18093,Cluster 11,Cluster 5,Cluster 7,Cluster 21,Cluster 20,Cluster 5
18097,Cluster 11,Cluster 11,Cluster 8,Cluster 20,Cluster 21,Cluster 2
18098,Cluster 11,Cluster 5,Cluster 23,Cluster 1,Cluster 4,Cluster 2
18156,Cluster 11,Cluster 5,Cluster 18,Cluster 18,Cluster 7,Cluster 15
18163,Cluster 11,Cluster 19,Cluster 16,Cluster 11,Cluster 11,Cluster 13
18546,Cluster 11,Cluster 4,Cluster 9,Cluster 22,Cluster 0,
18603,Cluster 11,Cluster 5,Cluster 16,Cluster 3,Cluster 10,Cluster 0
18733,Cluster 11,Cluster 22,Cluster 22,Cluster 7,Cluster 7,Cluster 18
18778,Cluster 11,Cluster 19,Cluster 7,Cluster 21,Cluster 2,Cluster 3
18843,Cluster 11,Cluster 0,Cluster 8,,,
18876,Cluster 11,Cluster 23,Cluster 6,Cluster 13,Cluster 11,Cluster 0
18904,Cluster 11,Cluster 17,Cluster 23,Cluster 7,Cluster 7,Cluster 12
18923,Cluster 11,Cluster 18,Cluster 8,Cluster 4,Cluster 18,Cluster 1
18943,Cluster 11,Cluster 5,Cluster 8,Cluster 14,Cluster 17,Cluster 2
18952,Cluster 11,Cluster 22,Cluster 6,Cluster 23,Cluster 2,Cluster 12
18958,Cluster 11,Cluster 20,Cluster 6,Cluster 6,Cluster 9,Cluster 12
19101,Cluster 11,Cluster 7,Cluster 22,Cluster 17,Cluster 17,Cluster 20
19117,Cluster 11,Cluster 11,Cluster 2,Cluster 4,Cluster 18,Cluster 18
19138,Cluster 11,Cluster 18,,Cluster 1,,Cluster 11
19145,Cluster 11,Cluster 4,Cluster 1,Cluster 20,Cluster 17,Cluster 7
19150,Cluster 11,Cluster 20,Cluster 4,Cluster 22,Cluster 13,Cluster 15
19213,Cluster 11,Cluster 9,Cluster 23,Cluster 20,Cluster 16,Cluster 16
19464,Cluster 11,Cluster 0,Cluster 8,Cluster 16,Cluster 6,Cluster 19
19513,Cluster 11,Cluster 18,Cluster 15,Cluster 11,Cluster 17,
19617,Cluster 11,Cluster 6,Cluster 2,Cluster 23,Cluster 7,Cluster 21
19694,Cluster 11,Cluster 19,Cluster 1,Cluster 16,Cluster 18,Cluster 15
19697,Cluster 11,Cluster 19,Cluster 9,Cluster 22,Cluster 16,Cluster 17
19702,Cluster 11,Cluster 6,Cluster 8,Cluster 1,Cluster 5,Cluster 12
19706,Cluster 11,Cluster 2,Cluster 15,Cluster 19,Cluster 15,Cluster 13
19708,Cluster 11,Cluster 17,Cluster 15,Cluster 20,Cluster 11,Cluster 15
19827,Cluster 11,Cluster 8,Cluster 16,Cluster 8,Cluster 11,Cluster 11
19871,Cluster 11,Cluster 13,Cluster 6,Cluster 6,Cluster 20,Cluster 13
19872,Cluster 11,Cluster 22,Cluster 22,Cluster 7,Cluster 2,Cluster 12
19878,Cluster 11,Cluster 13,Cluster 4,Cluster 6,Cluster 5,Cluster 9
19908,Cluster 11,Cluster 20,Cluster 16,Cluster 5,Cluster 18,Cluster 14
20188,Cluster 11,Cluster 13,Cluster 5,Cluster 18,Cluster 22,Cluster 2
20264,Cluster 11,Cluster 12,Cluster 1,Cluster 10,Cluster 7,Cluster 19
20335,Cluster 11,Cluster 12,Cluster 20,Cluster 12,Cluster 20,Cluster 20
20337,Cluster 11,Cluster 17,Cluster 11,Cluster 10,Cluster 22,Cluster 12
20353,Cluster 11,Cluster 2,Cluster 20,Cluster 14,Cluster 6,Cluster 21
20417,Cluster 11,Cluster 5,Cluster 23,Cluster 13,Cluster 5,Cluster 12
20562,Cluster 11,Cluster 22,Cluster 4,Cluster 21,Cluster 20,Cluster 3
20563,Cluster 11,Cluster 22,Cluster 19,Cluster 15,Cluster 7,Cluster 5
20564,Cluster 11,Cluster 9,Cluster 19,Cluster 6,Cluster 8,Cluster 7
20836,Cluster 11,Cluster 23,Cluster 2,Cluster 1,Cluster 17,Cluster 19
20977,Cluster 11,Cluster 10,Cluster 4,Cluster 6,Cluster 9,Cluster 1
21040,Cluster 11,Cluster 22,Cluster 3,Cluster 18,,
21061,Cluster 11,Cluster 10,Cluster 12,Cluster 6,Cluster 5,Cluster 6
21132,Cluster 11,Cluster 22,Cluster 9,Cluster 21,Cluster 2,Cluster 13
21411,Cluster 11,Cluster 16,,Cluster 17,Cluster 1,Cluster 11
21420,Cluster 11,Cluster 20,Cluster 21,Cluster 1,Cluster 15,Cluster 17
21449,Cluster 11,Cluster 17,Cluster 22,Cluster 20,Cluster 5,Cluster 5
21459,Cluster 11,Cluster 1,Cluster 13,Cluster 0,Cluster 21,Cluster 15
21482,Cluster 11,Cluster 23,Cluster 8,Cluster 14,Cluster 8,Cluster 3
21488,Cluster 11,Cluster 18,Cluster 20,Cluster 13,Cluster 0,
21586,Cluster 11,Cluster 4,Cluster 23,Cluster 9,,
21597,Cluster 11,Cluster 23,Cluster 5,Cluster 6,Cluster 7,Cluster 3
21620,Cluster 11,Cluster 1,Cluster 2,Cluster 3,Cluster 14,Cluster 15
21727,Cluster 11,Cluster 10,Cluster 21,Cluster 12,Cluster 4,Cluster 21
21870,Cluster 11,Cluster 7,Cluster 17,Cluster 6,Cluster 22,Cluster 5
21873,Cluster 11,Cluster 5,Cluster 22,Cluster 6,Cluster 1,Cluster 2
21897,Cluster 11,Cluster 22,Cluster 11,Cluster 10,Cluster 5,Cluster 9
21928,Cluster 11,Cluster 0,Cluster 16,Cluster 7,,
22092,Cluster 11,Cluster 7,Cluster 14,Cluster 12,Cluster 2,Cluster 4
22175,Cluster 11,Cluster 19,Cluster 0,Cluster 6,Cluster 12,Cluster 18
22224,Cluster 11,Cluster 1,Cluster 8,Cluster 4,Cluster 19,Cluster 15
22249,Cluster 11,Cluster 18,Cluster 9,Cluster 22,Cluster 3,Cluster 11
22275,Cluster 11,Cluster 11,Cluster 14,Cluster 3,Cluster 1,Cluster 13
22415,Cluster 11,Cluster 3,Cluster 16,Cluster 14,Cluster 8,Cluster 11
22425,Cluster 11,Cluster 21,Cluster 15,Cluster 14,,
22427,Cluster 11,Cluster 13,Cluster 4,Cluster 10,Cluster 21,Cluster 5
22435,Cluster 11,Cluster 19,Cluster 4,Cluster 1,Cluster 20,Cluster 19
22466,Cluster 11,Cluster 20,Cluster 4,Cluster 0,Cluster 7,Cluster 13
22526,Cluster 11,Cluster 20,Cluster 12,Cluster 17,Cluster 10,Cluster 20
22790,Cluster 11,Cluster 23,Cluster 21,Cluster 10,Cluster 19,Cluster 15
22995,Cluster 11,Cluster 9,Cluster 8,Cluster 7,Cluster 20,Cluster 8
23047,Cluster 11,Cluster 1,Cluster 16,Cluster 8,Cluster 11,Cluster 11
23049,Cluster 11,Cluster 4,Cluster 17,Cluster 19,Cluster 9,Cluster 15
23297,Cluster 11,Cluster 4,,Cluster 6,Cluster 18,Cluster 22
23592,Cluster 11,Cluster 0,Cluster 13,Cluster 8,Cluster 10,Cluster 21
23602,Cluster 11,Cluster 15,Cluster 6,Cluster 13,Cluster 1,Cluster 15
23608,Cluster 11,Cluster 16,Cluster 20,Cluster 22,Cluster 2,Cluster 18
23729,Cluster 11,Cluster 2,Cluster 9,Cluster 16,Cluster 16,Cluster 3
23877,Cluster 11,Cluster 6,Cluster 21,Cluster 21,Cluster 0,Cluster 0
24037,Cluster 11,Cluster 16,Cluster 13,Cluster 15,Cluster 10,Cluster 22
24268,Cluster 11,Cluster 16,Cluster 5,Cluster 6,Cluster 17,Cluster 8
24456,Cluster 11,Cluster 3,Cluster 22,Cluster 12,Cluster 22,Cluster 23
27467,Cluster 11,Cluster 23,Cluster 22,Cluster 10,Cluster 11,Cluster 2
27792,Cluster 11,Cluster 23,Cluster 14,Cluster 12,Cluster 5,Cluster 10
28432,Cluster 11,Cluster 21,Cluster 22,Cluster 4,Cluster 9,Cluster 4
28656,Cluster 11,Cluster 6,Cluster 1,Cluster 17,Cluster 1,
29055,Cluster 11,Cluster 2,Cluster 10,Cluster 11,Cluster 22,Cluster 20
29056,Cluster 11,Cluster 11,Cluster 10,Cluster 15,Cluster 15,Cluster 18
29073,Cluster 11,Cluster 4,Cluster 10,Cluster 11,Cluster 21,Cluster 17
29817,Cluster 11,Cluster 4,Cluster 16,Cluster 3,Cluster 13,Cluster 16
29841,Cluster 11,Cluster 5,Cluster 12,Cluster 10,Cluster 9,Cluster 20
29861,Cluster 11,Cluster 0,Cluster 15,Cluster 9,Cluster 4,Cluster 19
29892,Cluster 11,Cluster 10,Cluster 7,Cluster 19,Cluster 15,Cluster 19
30007,Cluster 11,Cluster 0,Cluster 21,,Cluster 10,Cluster 15
